,Ticker,Weekly Views,pct_change_week,pct_change_month,Date
670,PFG,536.0,-62.5174825175,-61.3275613276,2022-10-10T00:00:00.000Z
671,WWW,536.0,-61.7142857143,-61.0181818182,2022-10-10T00:00:00.000Z
672,STN,529.0,-50.6069094304,-47.881773399,2022-10-10T00:00:00.000Z
673,WRBY,528.0,-61.2903225806,-56.862745098,2022-10-10T00:00:00.000Z
674,MRVL,527.0,-84.6489950481,-62.5177809388,2022-10-10T00:00:00.000Z
675,WHLM,527.0,-64.1008174387,-63.4788634789,2022-10-10T00:00:00.000Z
676,TSRI,522.0,-66.9829222011,-72.3076923077,2022-10-10T00:00:00.000Z
677,HES,520.0,-64.6258503401,-61.0486891386,2022-10-10T00:00:00.000Z
678,BR,518.0,-63.5980323261,-57.748776509,2022-10-10T00:00:00.000Z
679,CZR,518.0,-62.7873563218,-55.8773424191,2022-10-10T00:00:00.000Z
680,PL,517.0,-55.0043516101,-50.4789272031,2022-10-10T00:00:00.000Z
681,OC,517.0,-57.4835526316,-58.407079646,2022-10-10T00:00:00.000Z
682,ALC,517.0,-59.766536965,-62.6714801444,2022-10-10T00:00:00.000Z
683,ASGI,516.0,-62.6628075253,-56.4556962025,2022-10-10T00:00:00.000Z
684,TEN,514.0,-51.6917293233,-53.8599640934,2022-10-10T00:00:00.000Z
685,SAIC,514.0,-54.8726953468,-47.0648815654,2022-10-10T00:00:00.000Z
686,TDC,514.0,-64.6978021978,-61.7843866171,2022-10-10T00:00:00.000Z
687,IP,513.0,-60.2633617351,-57.7081615829,2022-10-10T00:00:00.000Z
688,ESTC,512.0,-58.7761674718,-51.9248826291,2022-10-10T00:00:00.000Z
689,BLBD,511.0,-58.1147540984,-50.7232401157,2022-10-10T00:00:00.000Z
690,SO,511.0,-62.3434045689,-54.4157002676,2022-10-10T00:00:00.000Z
691,OB,509.0,-60.3891050584,-58.0379225062,2022-10-10T00:00:00.000Z
692,XELB,507.0,-59.6979332273,-66.4238410596,2022-10-10T00:00:00.000Z
693,QBTS,506.0,-58.8952071487,-48.1557377049,2022-10-10T00:00:00.000Z
694,WSBF,505.0,-60.516028147,-59.6,2022-10-10T00:00:00.000Z
695,DNA,503.0,-54.0639269406,-39.1041162228,2022-10-10T00:00:00.000Z
696,LGO,502.0,-90.5939666479,-45.670995671,2022-10-10T00:00:00.000Z
697,TGNA,500.0,-67.1484888305,-59.6774193548,2022-10-10T00:00:00.000Z
698,RNG,500.0,-69.4376528117,-80.1113762928,2022-10-10T00:00:00.000Z
699,GHAC,499.0,-66.9536423841,-65.0070126227,2022-10-10T00:00:00.000Z
700,GDOT,499.0,-57.0567986231,-52.4308865586,2022-10-10T00:00:00.000Z
701,GEO,497.0,-59.8546042003,-75.2982107356,2022-10-10T00:00:00.000Z
702,BCO,496.0,-54.8680618744,-48.2254697286,2022-10-10T00:00:00.000Z
703,TDY,495.0,-63.1422189129,-60.9621451104,2022-10-10T00:00:00.000Z
704,WY,495.0,-61.6873065015,-55.1223934723,2022-10-10T00:00:00.000Z
705,AER,495.0,-52.8122020972,-39.4124847001,2022-10-10T00:00:00.000Z
706,VRSK,494.0,-52.3166023166,-51.9922254616,2022-10-10T00:00:00.000Z
707,NWE,491.0,143.0693069307,-73.6446591519,2022-10-10T00:00:00.000Z
708,TR,490.0,-62.4808575804,-44.6952595937,2022-10-10T00:00:00.000Z
709,AN,489.0,-57.7720207254,-48.1442205726,2022-10-10T00:00:00.000Z
710,RXT,489.0,-59.0452261307,-51.5841584158,2022-10-10T00:00:00.000Z
711,MTN,487.0,-65.1146131805,-59.9835661463,2022-10-10T00:00:00.000Z
712,BFH,486.0,-54.4517338332,-53.4482758621,2022-10-10T00:00:00.000Z
713,FIVE,485.0,-59.9504541701,-64.1006661732,2022-10-10T00:00:00.000Z
714,FSLR,484.0,-64.4900953778,-75.0515463918,2022-10-10T00:00:00.000Z
715,EB,484.0,-58.6324786325,-66.3187195546,2022-10-10T00:00:00.000Z
716,OPEN,484.0,-64.2804428044,-56.0399636694,2022-10-10T00:00:00.000Z
717,TWOU,483.0,-60.2141680395,-55.8096980787,2022-10-10T00:00:00.000Z
718,CHD,482.0,-59.7998331943,-81.7424242424,2022-10-10T00:00:00.000Z
719,NATI,481.0,-62.7131782946,-63.5881907646,2022-10-10T00:00:00.000Z
720,BG,480.0,-57.671957672,-60.0997506234,2022-10-10T00:00:00.000Z
721,PRTY,480.0,-54.6313799622,-47.1365638767,2022-10-10T00:00:00.000Z
722,UHS,476.0,-67.3525377229,-52.0161290323,2022-10-10T00:00:00.000Z
723,UHT,476.0,-67.3525377229,-52.0161290323,2022-10-10T00:00:00.000Z
724,JAMF,475.0,-58.9455488332,-50.5208333333,2022-10-10T00:00:00.000Z
725,RRGB,475.0,-64.3125469572,-64.4727000748,2022-10-10T00:00:00.000Z
726,IFF,473.0,-56.64527956,-60.6161532057,2022-10-10T00:00:00.000Z
727,WSM,473.0,-62.9890453834,-64.3288084465,2022-10-10T00:00:00.000Z
728,CLOV,472.0,-61.8739903069,-54.7892720307,2022-10-10T00:00:00.000Z
729,WOLF,472.0,-51.4902363823,-81.2921125644,2022-10-10T00:00:00.000Z
730,CRHC,472.0,-52.3713420787,-38.6215864759,2022-10-10T00:00:00.000Z
731,ENR,472.0,-65.8712942878,-63.5802469136,2022-10-10T00:00:00.000Z
732,TTD,471.0,-57.1428571429,-62.3501199041,2022-10-10T00:00:00.000Z
733,WFRD,471.0,-36.6083445491,-33.661971831,2022-10-10T00:00:00.000Z
734,CC,471.0,-57.6819407008,-64.3181818182,2022-10-10T00:00:00.000Z
735,CYBR,469.0,-59.7079037801,-56.6543438078,2022-10-10T00:00:00.000Z
736,SEDG,467.0,-55.7765151515,-59.8797250859,2022-10-10T00:00:00.000Z
737,SAM,467.0,-65.7121879589,-62.0633631194,2022-10-10T00:00:00.000Z
738,BC,466.0,-63.7917637918,-61.2956810631,2022-10-10T00:00:00.000Z
739,CBRG,464.0,-49.0669593853,-50.2145922747,2022-10-10T00:00:00.000Z
740,VXRT,461.0,-69.1638795987,154.6961325967,2022-10-10T00:00:00.000Z
741,VEEV,461.0,-55.2427184466,-53.7148594378,2022-10-10T00:00:00.000Z
742,MOH,458.0,-58.8868940754,-57.2362278245,2022-10-10T00:00:00.000Z
743,COMM,458.0,-62.11745244,-61.2521150592,2022-10-10T00:00:00.000Z
744,MTD,457.0,-60.3298611111,-60.3298611111,2022-10-10T00:00:00.000Z
745,KFY,455.0,-59.9471830986,-65.3465346535,2022-10-10T00:00:00.000Z
746,TWNK,452.0,-64.8522550544,-69.4388100068,2022-10-10T00:00:00.000Z
747,CIEN,452.0,-51.4500537057,-55.4240631164,2022-10-10T00:00:00.000Z
748,SPIR,451.0,-59.2960288809,-58.2020389249,2022-10-10T00:00:00.000Z
749,SABR,451.0,-63.5408245756,-66.3181478715,2022-10-10T00:00:00.000Z
750,BHC,451.0,-61.452991453,-62.7272727273,2022-10-10T00:00:00.000Z
751,CNK,451.0,-59.478885894,-74.0356937248,2022-10-10T00:00:00.000Z
752,IRDM,450.0,-59.0163934426,-72.1362229102,2022-10-10T00:00:00.000Z
753,KMI,450.0,-60.0709849157,-55.4013875124,2022-10-10T00:00:00.000Z
754,TOST,449.0,-57.9981290926,-61.2597066437,2022-10-10T00:00:00.000Z
755,TTEC,449.0,-56.9097888676,-56.2378167641,2022-10-10T00:00:00.000Z
756,CLH,448.0,-66.163141994,-41.3612565445,2022-10-10T00:00:00.000Z
757,SG,447.0,-61.4322691976,-59.6934174932,2022-10-10T00:00:00.000Z
758,UAL,447.0,-67.6555716353,-65.6418139892,2022-10-10T00:00:00.000Z
759,GXO,445.0,-52.1505376344,-51.4192139738,2022-10-10T00:00:00.000Z
760,ICFI,443.0,-59.9819331527,-48.6078886311,2022-10-10T00:00:00.000Z
761,CNDT,443.0,-63.7182637183,-56.1819980218,2022-10-10T00:00:00.000Z
762,EMF,443.0,-56.906614786,-56.1819980218,2022-10-10T00:00:00.000Z
763,R,442.0,-67.9710144928,-67.3559822747,2022-10-10T00:00:00.000Z
764,AVID,440.0,-58.6854460094,-52.9411764706,2022-10-10T00:00:00.000Z
765,WRK,439.0,-53.9832285115,-48.714953271,2022-10-10T00:00:00.000Z
766,SPB,439.0,-64.0458640459,-64.5109135004,2022-10-10T00:00:00.000Z
767,YETI,437.0,-61.4638447972,-64.5579886456,2022-10-10T00:00:00.000Z
768,SCS,437.0,-63.8245033113,-58.0614203455,2022-10-10T00:00:00.000Z
769,ZIM,436.0,-63.6060100167,-68.7902648533,2022-10-10T00:00:00.000Z
770,BSY,428.0,-59.3155893536,-52.967032967,2022-10-10T00:00:00.000Z
771,AVT,427.0,-52.130044843,-53.384279476,2022-10-10T00:00:00.000Z
772,EEFT,427.0,-63.9966273187,-61.6696588869,2022-10-10T00:00:00.000Z
773,CHPT,427.0,-58.2191780822,-53.7378114843,2022-10-10T00:00:00.000Z
774,VOYA,426.0,-48.7980769231,-53.9956803456,2022-10-10T00:00:00.000Z
775,NTR,426.0,-58.357771261,-65.5060728745,2022-10-10T00:00:00.000Z
776,TTI,425.0,-63.706233988,-36.2818590705,2022-10-10T00:00:00.000Z
777,DVA,425.0,-54.9310710498,-43.6339522546,2022-10-10T00:00:00.000Z
778,TTEK,425.0,-63.706233988,-36.2818590705,2022-10-10T00:00:00.000Z
779,LMND,425.0,-48.3596597813,-51.6496018203,2022-10-10T00:00:00.000Z
780,LAUR,424.0,-60.1877934272,-60.4108309991,2022-10-10T00:00:00.000Z
781,WGO,424.0,-60.9576427256,-60.8133086876,2022-10-10T00:00:00.000Z
782,TPR,423.0,-64.2131979695,-65.8043654002,2022-10-10T00:00:00.000Z
783,LEA,422.0,-57.3737373737,-53.7787513691,2022-10-10T00:00:00.000Z
784,MGI,420.0,-62.2641509434,-61.7137648131,2022-10-10T00:00:00.000Z
785,DOV,420.0,-62.4329159213,-54.5454545455,2022-10-10T00:00:00.000Z
786,ATO,419.0,-67.3676012461,-25.0447227191,2022-10-10T00:00:00.000Z
787,EPC,419.0,-54.4069640914,-54.2076502732,2022-10-10T00:00:00.000Z
788,VRT,417.0,-47.0812182741,-48.5819975339,2022-10-10T00:00:00.000Z
789,ALIT,417.0,-68.857356236,-57.9637096774,2022-10-10T00:00:00.000Z
790,ADPT,416.0,238.2113821138,324.4897959184,2022-10-10T00:00:00.000Z
791,SPWR,416.0,-64.7457627119,-72.3220226214,2022-10-10T00:00:00.000Z
792,SKIL,415.0,-49.7578692494,-25.3597122302,2022-10-10T00:00:00.000Z
793,CAE,413.0,-56.6176470588,-62.5566636446,2022-10-10T00:00:00.000Z
794,CAR,411.0,-60.0970873786,-64.3229166667,2022-10-10T00:00:00.000Z
795,RBT,410.0,-61.320754717,-60.2327837051,2022-10-10T00:00:00.000Z
796,COOP,409.0,-53.5227272727,-57.0378151261,2022-10-10T00:00:00.000Z
797,SYNA,409.0,-59.5849802372,-65.1914893617,2022-10-10T00:00:00.000Z
798,ADC,407.0,-54.114994363,-38.1458966565,2022-10-10T00:00:00.000Z
799,ALTR,407.0,-60.4854368932,-50.0613496933,2022-10-10T00:00:00.000Z
800,ES,406.0,-57.3080967403,-63.7176050045,2022-10-10T00:00:00.000Z
801,XYL,404.0,-62.6271970398,-53.8812785388,2022-10-10T00:00:00.000Z
802,CRM,404.0,-90.6002791996,-95.6610460745,2022-10-10T00:00:00.000Z
803,VSTO,404.0,-60.7003891051,-60.9661835749,2022-10-10T00:00:00.000Z
804,TWKS,404.0,-69.2073170732,-65.2622527945,2022-10-10T00:00:00.000Z
805,RIDE,403.0,-68.6381322957,-51.7942583732,2022-10-10T00:00:00.000Z
806,SNEX,403.0,-60.7212475634,-54.1524459613,2022-10-10T00:00:00.000Z
807,PSMT,402.0,-62.6394052045,-66.0759493671,2022-10-10T00:00:00.000Z
808,BRBR,402.0,-61.4942528736,-57.0512820513,2022-10-10T00:00:00.000Z
809,QUBT,402.0,-51.507840772,-50.6142506143,2022-10-10T00:00:00.000Z
810,EXPR,400.0,-56.4270152505,-63.2352941176,2022-10-10T00:00:00.000Z
811,WCC,399.0,-56.393442623,-71.0869565217,2022-10-10T00:00:00.000Z
812,PSTG,398.0,-60.3980099502,-56.1674008811,2022-10-10T00:00:00.000Z
813,NSIT,396.0,-64.9557522124,-61.2144955926,2022-10-10T00:00:00.000Z
814,INAQ,396.0,-64.9557522124,-61.2144955926,2022-10-10T00:00:00.000Z
815,GOLF,394.0,-55.0741163056,-55.5806087937,2022-10-10T00:00:00.000Z
816,FDBC,392.0,-58.606124604,-56.7328918322,2022-10-10T00:00:00.000Z
817,UNFI,392.0,-56.9230769231,-48.7581699346,2022-10-10T00:00:00.000Z
818,NTCT,389.0,-67.283431455,-54.1813898704,2022-10-10T00:00:00.000Z
819,PJT,388.0,-59.2008412198,-56.8409343715,2022-10-10T00:00:00.000Z
820,WIRE,388.0,-72.1063982746,-47.6383265857,2022-10-10T00:00:00.000Z
821,TSQ,388.0,-62.3300970874,-69.6875,2022-10-10T00:00:00.000Z
822,CTLT,386.0,-60.5316973415,-48.8063660477,2022-10-10T00:00:00.000Z
823,FLWS,384.0,-65.0909090909,-62.7906976744,2022-10-10T00:00:00.000Z
824,MNTV,383.0,-49.7375328084,-54.513064133,2022-10-10T00:00:00.000Z
825,AIZ,383.0,-59.0374331551,-51.0230179028,2022-10-10T00:00:00.000Z
826,DDD,382.0,-52.4875621891,-53.696969697,2022-10-10T00:00:00.000Z
827,TDOC,382.0,-60.5779153767,-56.8361581921,2022-10-10T00:00:00.000Z
828,SWKS,382.0,-62.8042843233,-58.568329718,2022-10-10T00:00:00.000Z
829,SLAB,381.0,-62.3517786561,-60.353798127,2022-10-10T00:00:00.000Z
830,SYNH,380.0,-59.7030752916,-57.2553430821,2022-10-10T00:00:00.000Z
831,QRTEA,379.0,-59.8516949153,-58.6244541485,2022-10-10T00:00:00.000Z
832,QRTEB,379.0,-59.8516949153,-58.6244541485,2022-10-10T00:00:00.000Z
833,HURN,377.0,-63.4335596508,-52.5786163522,2022-10-10T00:00:00.000Z
834,BRW,377.0,-46.524822695,-46.676096181,2022-10-10T00:00:00.000Z
835,RELY,376.0,-59.6566523605,-67.6975945017,2022-10-10T00:00:00.000Z
836,UPLD,375.0,-68.9054726368,-76.6645924082,2022-10-10T00:00:00.000Z
837,LAC,371.0,-47.226173542,-72.3546944858,2022-10-10T00:00:00.000Z
838,PLUG,370.0,-45.3471196455,-50.2688172043,2022-10-10T00:00:00.000Z
839,CIDM,370.0,-46.2989840348,-37.9194630872,2022-10-10T00:00:00.000Z
840,OLLI,369.0,-63.8589618022,-63.1,2022-10-10T00:00:00.000Z
841,BRY,368.0,-0.8086253369,-88.0635744405,2022-10-10T00:00:00.000Z
842,CWH,368.0,-50.9333333333,-54.2288557214,2022-10-10T00:00:00.000Z
843,GLOB,368.0,-63.7795275591,-52.8205128205,2022-10-10T00:00:00.000Z
844,SFIX,367.0,-55.0795593635,-40.8064516129,2022-10-10T00:00:00.000Z
845,SF,367.0,-61.8503118503,-57.0257611241,2022-10-10T00:00:00.000Z
846,SMCI,366.0,-79.767827529,-44.6293494705,2022-10-10T00:00:00.000Z
847,HLI,366.0,-60.2605863192,-61.6352201258,2022-10-10T00:00:00.000Z
848,OGN,365.0,-62.5641025641,-93.1673530513,2022-10-10T00:00:00.000Z
849,PSTH,363.0,-46.3810930576,-64.8936170213,2022-10-10T00:00:00.000Z
850,KODK,363.0,-52.8571428571,-53.9923954373,2022-10-10T00:00:00.000Z
851,ARNC,362.0,-50.4787961696,-51.9893899204,2022-10-10T00:00:00.000Z
852,SIG,362.0,-57.8088578089,-58.8636363636,2022-10-10T00:00:00.000Z
853,DVN,361.0,-60.0663716814,-58.120649652,2022-10-10T00:00:00.000Z
854,FTI,361.0,-63.012295082,-58.023255814,2022-10-10T00:00:00.000Z
855,GO,361.0,-53.2383419689,-54.3037974684,2022-10-10T00:00:00.000Z
856,DHI,360.0,-62.8099173554,-63.3774160732,2022-10-10T00:00:00.000Z
857,OLN,360.0,-58.9977220957,-51.0869565217,2022-10-10T00:00:00.000Z
858,CDAY,360.0,-59.9109131403,-57.2446555819,2022-10-10T00:00:00.000Z
859,VNO,360.0,-63.1147540984,-56.8345323741,2022-10-10T00:00:00.000Z
860,QTWO,359.0,-51.6823687752,-55.5693069307,2022-10-10T00:00:00.000Z
861,APP,358.0,-63.1307929969,-73.5207100592,2022-10-10T00:00:00.000Z
862,TFII,358.0,-58.612716763,-56.3946406821,2022-10-10T00:00:00.000Z
863,CSGP,358.0,-68.1777777778,-55.0251256281,2022-10-10T00:00:00.000Z
864,MDB,357.0,-57.1942446043,-62.3020063358,2022-10-10T00:00:00.000Z
865,CSIQ,357.0,-54.6378653113,-56.4102564103,2022-10-10T00:00:00.000Z
866,APRN,356.0,-50.5555555556,-61.135371179,2022-10-10T00:00:00.000Z
867,EWBC,354.0,-58.5964912281,-47.9411764706,2022-10-10T00:00:00.000Z
868,EVGR,354.0,-62.219850587,-56.8818514007,2022-10-10T00:00:00.000Z
869,AXON,353.0,-56.9512195122,-63.1138975967,2022-10-10T00:00:00.000Z
870,PEG,353.0,-62.1650589496,-62.4068157614,2022-10-10T00:00:00.000Z
871,WMK,352.0,-49.7142857143,-62.1911922664,2022-10-10T00:00:00.000Z
872,WEBR,351.0,-61.6812227074,-62.012987013,2022-10-10T00:00:00.000Z
873,PAYC,351.0,-55.737704918,-58.2142857143,2022-10-10T00:00:00.000Z
874,MOV,350.0,-64.6107178969,-64.2492339122,2022-10-10T00:00:00.000Z
875,SUM,350.0,-67.1669793621,-61.9565217391,2022-10-10T00:00:00.000Z
876,APEI,349.0,-56.1557788945,-69.3590869183,2022-10-10T00:00:00.000Z
877,SPR,349.0,-62.5134264232,-64.496439471,2022-10-10T00:00:00.000Z
878,GOEV,349.0,-58.353221957,-65.8512720157,2022-10-10T00:00:00.000Z
879,LZB,348.0,-57.6126674787,-59.9539700806,2022-10-10T00:00:00.000Z
880,TCX,348.0,-61.9672131148,-61.1173184358,2022-10-10T00:00:00.000Z
881,TKR,347.0,-61.5725359911,-71.6734693878,2022-10-10T00:00:00.000Z
882,MOG.A,347.0,-57.2660098522,-52.2038567493,2022-10-10T00:00:00.000Z
883,NNI,346.0,-78.5891089109,-47.8915662651,2022-10-10T00:00:00.000Z
884,BIO,346.0,-52.275862069,-52.8610354223,2022-10-10T00:00:00.000Z
885,LEN.B,346.0,-64.657814096,-59.6266044341,2022-10-10T00:00:00.000Z
886,BIO.B,346.0,-52.275862069,-52.8610354223,2022-10-10T00:00:00.000Z
887,CRL,344.0,-66.8912415784,-55.4404145078,2022-10-10T00:00:00.000Z
888,FLO,343.0,-66.6990291262,-62.5136612022,2022-10-10T00:00:00.000Z
889,QLYS,342.0,-63.8859556494,-59.5266272189,2022-10-10T00:00:00.000Z
890,RNWK,341.0,-73.4423676012,-83.5978835979,2022-10-10T00:00:00.000Z
891,FUSB,341.0,-57.2145545797,-51.904090268,2022-10-10T00:00:00.000Z
892,THO,339.0,-67.4038461538,-62.3333333333,2022-10-10T00:00:00.000Z
893,MSGS,339.0,-61.3454960091,-58.7088915956,2022-10-10T00:00:00.000Z
894,MASI,337.0,-55.0066755674,-57.556675063,2022-10-10T00:00:00.000Z
895,IOT,337.0,-58.3436341162,-52.1306818182,2022-10-10T00:00:00.000Z
896,GAIA,337.0,-63.4490238612,-63.1693989071,2022-10-10T00:00:00.000Z
897,ANGH,337.0,-54.9465240642,-59.880952381,2022-10-10T00:00:00.000Z
898,LAZR,337.0,-57.4494949495,-51.7882689557,2022-10-10T00:00:00.000Z
899,RUN,337.0,-59.9762470309,-62.9262926293,2022-10-10T00:00:00.000Z
900,CNQ,337.0,-54.397834912,-49.7014925373,2022-10-10T00:00:00.000Z
901,JPS,336.0,-61.0208816705,-56.6451612903,2022-10-10T00:00:00.000Z
902,JPC,336.0,-61.0208816705,-56.6451612903,2022-10-10T00:00:00.000Z
903,BXMX,336.0,-61.0208816705,-56.6451612903,2022-10-10T00:00:00.000Z
904,EW,336.0,-55.0802139037,-50.5882352941,2022-10-10T00:00:00.000Z
905,SPXX,336.0,-61.0208816705,-56.6451612903,2022-10-10T00:00:00.000Z
906,OGS,335.0,-60.9101516919,-61.1819235226,2022-10-10T00:00:00.000Z
907,BGCP,335.0,-64.8846960168,-48.6196319018,2022-10-10T00:00:00.000Z
908,GTX,334.0,-55.2278820375,-56.4537157757,2022-10-10T00:00:00.000Z
909,MKL,334.0,-60.7981220657,-54.8037889039,2022-10-10T00:00:00.000Z
910,VIRT,333.0,-62.0296465222,-61.2339930151,2022-10-10T00:00:00.000Z
911,SCI,332.0,-57.4358974359,-50.2248875562,2022-10-10T00:00:00.000Z
912,IGT,331.0,-49.3108728943,-52.849002849,2022-10-10T00:00:00.000Z
913,ICLR,331.0,-56.4473684211,-53.4458509142,2022-10-10T00:00:00.000Z
914,VGII,331.0,-51.3950073421,-44.3697478992,2022-10-10T00:00:00.000Z
915,INGR,330.0,-59.6577017115,-55.7046979866,2022-10-10T00:00:00.000Z
916,PCOR,330.0,-55.223880597,-57.3643410853,2022-10-10T00:00:00.000Z
917,IDEX,330.0,-59.4594594595,-73.2576985413,2022-10-10T00:00:00.000Z
918,FNF,328.0,-59.853121175,-57.0117955439,2022-10-10T00:00:00.000Z
919,TEX,328.0,-66.0806618407,-68.7321258341,2022-10-10T00:00:00.000Z
920,EQH,327.0,-62.9671574179,-50.9009009009,2022-10-10T00:00:00.000Z
921,UONEK,326.0,-51.4880952381,-55.4035567715,2022-10-10T00:00:00.000Z
922,UONE,326.0,-51.4880952381,-55.4035567715,2022-10-10T00:00:00.000Z
923,CVT,325.0,-60.1226993865,-62.8146453089,2022-10-10T00:00:00.000Z
924,BRZE,325.0,-43.6741767764,-50.1533742331,2022-10-10T00:00:00.000Z
925,BBWI,325.0,-59.9260172626,-56.2584118439,2022-10-10T00:00:00.000Z
926,ZTS,324.0,-62.8013777268,-62.0164126612,2022-10-10T00:00:00.000Z
927,NCLH,323.0,-56.8181818182,-61.2244897959,2022-10-10T00:00:00.000Z
928,UMBF,323.0,-49.4522691706,-50.762195122,2022-10-10T00:00:00.000Z
929,RDIB,323.0,-49.9224806202,-50.9863429439,2022-10-10T00:00:00.000Z
930,GWRE,322.0,-58.3979328165,-60.8272506083,2022-10-10T00:00:00.000Z
931,CMLS,321.0,-56.8548387097,-77.6928422516,2022-10-10T00:00:00.000Z
932,DLB,320.0,-58.4415584416,-56.8151147099,2022-10-10T00:00:00.000Z
933,EHC,320.0,-56.462585034,-41.6058394161,2022-10-10T00:00:00.000Z
934,AGR,320.0,-59.8494353827,-47.7977161501,2022-10-10T00:00:00.000Z
935,CVE,319.0,-58.8387096774,-58.7855297158,2022-10-10T00:00:00.000Z
936,ARLO,319.0,-45.2830188679,-42.4187725632,2022-10-10T00:00:00.000Z
937,COMP,319.0,-69.3269230769,-59.9246231156,2022-10-10T00:00:00.000Z
938,QGEN,317.0,-61.5757575758,-59.6692111959,2022-10-10T00:00:00.000Z
939,CMU,315.0,-50.0,-50.4716981132,2022-10-10T00:00:00.000Z
940,MFM,315.0,-50.0,-50.4716981132,2022-10-10T00:00:00.000Z
941,CXE,315.0,-50.0,-50.4716981132,2022-10-10T00:00:00.000Z
942,PNR,315.0,-57.8877005348,-55.8204768583,2022-10-10T00:00:00.000Z
943,IMAX,314.0,-62.7962085308,-58.954248366,2022-10-10T00:00:00.000Z
944,RCII,314.0,-68.7562189055,-57.5675675676,2022-10-10T00:00:00.000Z
945,SNX,313.0,-58.4880636605,-55.8533145275,2022-10-10T00:00:00.000Z
946,CASH,313.0,-57.2987721692,-54.6376811594,2022-10-10T00:00:00.000Z
947,VSH,312.0,-58.2887700535,-52.9411764706,2022-10-10T00:00:00.000Z
948,VPG,312.0,-58.2887700535,-52.9411764706,2022-10-10T00:00:00.000Z
949,ZUMZ,312.0,-54.5189504373,-60.7547169811,2022-10-10T00:00:00.000Z
950,FIZZ,312.0,-57.4931880109,-60.7547169811,2022-10-10T00:00:00.000Z
951,HTOO,312.0,-59.2689295039,-60.8040201005,2022-10-10T00:00:00.000Z
952,CRUS,312.0,-68.4210526316,-61.3382899628,2022-10-10T00:00:00.000Z
953,KTB,311.0,-60.2301790281,-54.8621190131,2022-10-10T00:00:00.000Z
954,ROP,310.0,-60.9571788413,-55.0724637681,2022-10-10T00:00:00.000Z
955,EQT,310.0,-50.6369426752,-52.8875379939,2022-10-10T00:00:00.000Z
956,FC,310.0,-58.1646423752,-51.1811023622,2022-10-10T00:00:00.000Z
957,EXTR,308.0,-52.9770992366,-52.5423728814,2022-10-10T00:00:00.000Z
958,AUR,308.0,-51.4195583596,-53.8230884558,2022-10-10T00:00:00.000Z
959,PRFT,307.0,-66.7388949079,-61.815920398,2022-10-10T00:00:00.000Z
960,CSGS,307.0,-63.1894484412,-55.3129548763,2022-10-10T00:00:00.000Z
961,KRO,305.0,-62.7594627595,-67.8609062171,2022-10-10T00:00:00.000Z
962,FORR,305.0,-59.6026490066,-60.6451612903,2022-10-10T00:00:00.000Z
963,HWKN,304.0,-46.0035523979,-50.7293354943,2022-10-10T00:00:00.000Z
964,POLA,304.0,-68.1341719078,-62.1890547264,2022-10-10T00:00:00.000Z
965,PRGO,302.0,-65.7207718502,-59.1339648173,2022-10-10T00:00:00.000Z
966,HSIC,302.0,-56.7335243553,-56.6091954023,2022-10-10T00:00:00.000Z
967,ORGN,301.0,-59.4339622642,-51.7628205128,2022-10-10T00:00:00.000Z
968,CCEP,300.0,-56.7723342939,-54.7511312217,2022-10-10T00:00:00.000Z
969,OSCR,300.0,-61.2903225806,-64.1577060932,2022-10-10T00:00:00.000Z
970,EOG,300.0,-59.1280653951,-50.2487562189,2022-10-10T00:00:00.000Z
971,JKHY,299.0,-54.9698795181,-47.4516695958,2022-10-10T00:00:00.000Z
972,WK,297.0,-60.7142857143,-54.7945205479,2022-10-10T00:00:00.000Z
973,SCOR,296.0,-62.484157161,-55.6221889055,2022-10-10T00:00:00.000Z
974,BTU,296.0,-52.8662420382,-58.7168758717,2022-10-10T00:00:00.000Z
975,FLT,295.0,-51.4802631579,-48.6956521739,2022-10-10T00:00:00.000Z
976,SGEN,294.0,-51.0,-47.2172351885,2022-10-10T00:00:00.000Z
977,SVA,294.0,-65.8536585366,-58.533145275,2022-10-10T00:00:00.000Z
978,NRDS,294.0,-60.8,-63.0653266332,2022-10-10T00:00:00.000Z
979,WST,294.0,-58.4745762712,-20.9677419355,2022-10-10T00:00:00.000Z
980,LEE,293.0,-71.4980544747,-53.5657686212,2022-10-10T00:00:00.000Z
981,RCM,292.0,-68.7031082529,-68.7031082529,2022-10-10T00:00:00.000Z
982,MHK,292.0,-58.106169297,-52.052545156,2022-10-10T00:00:00.000Z
983,CNA,291.0,-61.5587846764,-48.2206405694,2022-10-10T00:00:00.000Z
984,EXPD,291.0,-55.0231839258,-52.528548124,2022-10-10T00:00:00.000Z
985,HUN,290.0,-65.2278177458,-66.2790697674,2022-10-10T00:00:00.000Z
986,TIGO,290.0,-56.2594268477,-61.5894039735,2022-10-10T00:00:00.000Z
987,YUMC,289.0,-57.8102189781,-61.051212938,2022-10-10T00:00:00.000Z
988,QRVO,289.0,-56.7365269461,-57.1851851852,2022-10-10T00:00:00.000Z
989,BRKR,288.0,-57.1428571429,-52.3178807947,2022-10-10T00:00:00.000Z
990,ODFL,287.0,-64.8714810282,-58.5260115607,2022-10-10T00:00:00.000Z
991,BK,286.0,-56.7322239032,-49.2907801418,2022-10-10T00:00:00.000Z
992,FIGS,286.0,-62.614379085,-65.625,2022-10-10T00:00:00.000Z
993,OPY,286.0,-55.3125,-57.5667655786,2022-10-10T00:00:00.000Z
